,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Electrolyzer Skids,,,,,GLS Skid,,,,,,,,,,Utility,,,,,,,,,,,,,,
25.5,2:37 PM,7913,622,4921.886,83.50940813,91.08453375,74.4616875,31.56,89.89001375,27.81,27.27,0.54,0.52,1.02,15.8,96.50756863,1.6,,926.4726588,,,,,,,,,,,,
25,2:38 PM,7943,614,4877.002,83.726775,90.43224375,74.64375,30.22,80.99275091,46.53,47,0.47,0.51,1.01,15.4,95.6274902,3.1,,927.5866549,,,,,,,,,,,,
24.75,2:39 PM,7877,581,4576.537,83.23291969,87.21684563,74.22740625,30.29,94.76752906,46,46.46,0.46,0.53,1.03,15.8,89.73601961,4.2,,897.3601961,,,,,,,,,,,,
25,2:40 PM,7830,526,4118.58,82.0505,90.391125,73.9375,31.72,90.76490439,23.52,24.24,0.72,0.54,1.04,15.9,80.75647059,3.1,,791.4134118,,,,,,,,,,,,
25,2:41 PM,7883,513,4043.979,85.80495,90.8303625,74.26875,30.86,80.98525184,38.11,37.74,0.37,0.53,1.03,15.5,79.29370588,4.1,,832.5839118,,,,,,,,,,,,
25.75,2:42 PM,7961,542,4314.862,86.40537938,91.48051688,74.75990625,31.81,97.91001125,22.54,22.31,0.23,0.51,1.01,15.6,84.60513725,1,,846.0513725,,,,,,,,,,,,
25.5,2:43 PM,7876,515,4056.14,82.396195,89.8902525,74.23275,31.12,97.71878515,33.33,32.34,0.99,0.53,1.03,15.4,79.53215686,2.2,,755.5554902,,,,,,,,,,,,
25.25,2:44 PM,7853,561,4405.533,82.22405188,87.03401438,74.08584375,30.18,94.72253468,47,47.47,0.47,0.54,1.04,15.5,86.383,2.4,,829.2768,,,,,,,,,,,,
25.5,2:45 PM,7803,632,4931.496,81.86411625,88.4116875,73.7810625,30.43,92.67829021,43.12,45.32,2.2,0.55,1.05,15.7,96.696,1.3,,947.6208,,,,,,,,,,,,
24.75,2:46 PM,7857,567,4454.919,85.60149188,87.05698313,74.10178125,31.46,99.64004499,27.44,27.44,0,0.54,1.04,15.1,87.35135294,5,,838.5729882,,,,,,,,,,,,
24.5,2:47 PM,7934,517,4101.878,82.8108575,91.2488175,74.583375,31.82,83.96650419,22.54,22.54,0,0.52,1.02,15.1,80.42898039,5,,820.3756,,,,,,,,,,,,
25.25,2:48 PM,7804,538,4198.552,81.8654025,86.6453525,73.781125,31.83,93.65529309,22.77,22.77,0,0.55,1.05,15.7,82.32454902,2.7,,847.9428549,,,,,,,,,,,,
24.75,2:49 PM,7952,621,4938.192,86.33127,91.40067,74.6985,30.02,90.93263342,50,50,0,0.51,1.01,15.2,96.82729412,1.9,,939.2247529,,,,,,,,,,,,
25,2:50 PM,7883,513,4043.979,84.963725,88.15888125,74.26875,30.22,94.77877765,46.53,46.53,0,0.53,1.03,15.9,79.29370588,4.3,,777.0783176,,,,,,,,,,,,
24.75,2:51 PM,7967,534,4254.378,83.90395406,89.73084375,74.79271875,31.13,89.95750531,33.66,33.66,0,0.51,1.01,15.7,83.41917647,1.5,,792.4821765,,,,,,,,,,,,
25,2:52 PM,7991,520,4155.32,86.63115,91.7254125,74.94375,30.01,81.99750031,50,50,0,0.5,1,15.9,81.47686275,3.5,,782.1778824,,,,,,,,,,,,
25,2:53 PM,7953,532,4230.996,82.95455,89.618125,74.70625,30.09,85.9640045,48.02,48.51,0.49,0.51,1.01,15.2,82.96070588,3,,837.9031294,,,,,,,,,,,,
25.5,2:54 PM,7871,579,4557.309,82.35975125,90.73913625,74.2018125,30.07,94.75628046,50.47,48.02,2.45,0.53,1.03,15,89.359,1.6,,884.6541,,,,,,,,,,,,
25.25,2:55 PM,7957,596,4742.372,82.98526688,88.75544906,74.73259375,30.19,97.90101237,46.53,47.47,0.94,0.51,1.01,15,92.98768627,1.2,,920.5780941,,,,,,,,,,,,
25.5,2:56 PM,7982,542,4326.244,84.01746375,88.0577775,74.888625,31.55,84.98812648,27.54,27.81,0.27,0.5,1,15.1,84.82831373,4.9,,805.8689804,,,,,,,,,,,,
25.25,2:57 PM,7942,601,4773.142,82.87547625,91.32117375,74.6393125,31.07,82.97787777,35.02,34.34,0.68,0.51,1.01,15.4,93.59101961,3.3,,973.3466039,,,,,,,,,,,,
24.25,2:58 PM,7859,502,3945.218,84.76857406,89.72956781,74.10553125,30.37,82.94675666,44.44,42.68,1.76,0.54,1.04,15.1,77.35721569,2,,734.893549,,,,,,,,,,,,
25.25,2:59 PM,7828,605,4735.94,83.715375,89.49395375,73.930375,31.79,95.65404324,23,22.31,0.69,0.54,1.04,15.8,92.86156863,3.5,,919.3295294,,,,,,,,,,,,
25.25,3:00 PM,7800,563,4391.4,82.6711875,90.148875,73.75625,30.86,81.94975628,37.37,37,0.37,0.55,1.05,15.7,86.10588235,3.2,,895.5011765,,,,,,,,,,,,
25,3:01 PM,7940,618,4906.92,85.3955,87.72225,74.625,30.57,97.86276715,41.82,42.23,0.41,0.52,1.02,15.1,96.21411765,4.7,,923.6555294,,,,,,,,,,,,
25.25,3:02 PM,7928,629,4986.712,82.773005,91.205595,74.55225,31.56,97.83577053,27,26.46,0.54,0.52,1.02,15.7,97.77866667,2.1,,1007.120267,,,,,,,,,,,,
24.75,3:03 PM,7942,539,4280.738,82.87192375,87.73639875,74.6356875,30.05,86.94838145,50.47,50.47,0,0.51,1.01,15.3,83.93603922,4.6,,805.7859765,,,,,,,,,,,,
24.25,3:04 PM,7881,630,4965.03,84.09634375,89.91218844,74.24509375,30.9,85.91001125,37,36.26,0.74,0.53,1.03,15.9,97.35352941,4.2,,1012.476706,,,,,,,,,,,,
25.5,3:05 PM,7937,522,4143.114,85.37675188,91.28190375,74.6101875,30.35,86.944007,43.65,44.55,0.9,0.52,1.02,15,81.23752941,4.3,,820.4990471,,,,,,,,,,,,
25.75,3:06 PM,7803,571,4455.513,83.54096875,89.30202219,73.78721875,31.16,84.87626547,32.67,32.34,0.33,0.55,1.05,16,87.363,1.1,,873.63,,,,,,,,,,,,
24.75,3:07 PM,7909,599,4737.491,84.31465625,88.36520344,74.42840625,30.1,97.79302587,49,50.47,1.47,0.52,1.02,15.4,92.89198039,4.6,,966.0765961,,,,,,,,,,,,
25.25,3:08 PM,7917,531,4203.927,85.22389469,91.11478313,74.48384375,31.13,82.96850394,33.99,32.34,1.65,0.52,1.02,15.5,82.42994118,4.8,,791.3274353,,,,,,,,,,,,
25.5,3:09 PM,7930,523,4147.39,85.32416875,88.54126875,74.566875,31.09,94.86689164,33.66,35.02,1.36,0.52,1.02,15.5,81.32137255,1,,788.8173137,,,,,,,,,,,,
24.5,3:10 PM,7827,587,4594.449,84.52860438,87.69772688,73.9079375,30.34,99.56505437,43.65,44.55,0.9,0.54,1.04,15,90.08723529,1.3,,945.9159706,,,,,,,,,,,,
24.5,3:11 PM,7928,534,4233.552,86.14461,89.4105,74.5455,30.4,91.89051369,43.56,43.12,0.44,0.52,1.02,15.7,83.01082353,3.3,,821.8071529,,,,,,,,,,,,
24.5,3:12 PM,7948,602,4784.696,85.4528175,90.4699925,74.67175,30.94,91.92050994,34.92,35.64,0.72,0.51,1.01,15.4,93.81756863,3.5,,919.4121725,,,,,,,,,,,,
25.5,3:13 PM,7935,519,4118.265,85.36172813,91.26545625,74.5978125,30.38,88.92575928,42.68,45.32,2.64,0.52,1.02,15,80.75029412,4.2,,847.8780882,,,,,,,,,,,,
24.5,3:14 PM,7909,501,3962.409,84.3118125,89.2549375,74.4255625,31.02,91.86201725,33.95,33.95,0,0.52,1.02,15.3,77.69429412,1.8,,808.0206588,,,,,,,,,,,,
25,3:15 PM,7837,636,4984.332,84.615275,86.9021125,73.98125,31.57,95.67204099,25.22,25.22,0,0.54,1.04,15.3,97.732,1.5,,948.0004,,,,,,,,,,,,
25,3:16 PM,7903,522,4125.366,84.2725,87.4276375,74.39375,31.63,84.93875766,26,26,0,0.52,1.02,15.9,80.88952941,1,,841.2511059,,,,,,,,,,,,
25.75,3:17 PM,7832,500,3916,83.75575,86.877735,73.96575,31.17,80.97887764,32.64,32.32,0.32,0.54,1.04,15.3,76.78431373,2.8,,729.4509804,,,,,,,,,,,,
25.25,3:18 PM,7987,593,4736.291,83.20484813,89.877735,74.91915625,30.48,89.98250219,43,43,0,0.5,1,15,92.86845098,2.6,,928.6845098,,,,,,,,,,,,
24.25,3:19 PM,7960,640,5094.4,84.69625,91.464675,74.74625,30.06,91.93850769,48.51,47.53,0.98,0.51,1.01,15,99.89019608,3.3,,998.9019608,,,,,,,,,,,,
24.25,3:20 PM,7903,545,4307.135,85.94867438,90.09480906,74.38465625,30.41,91.85301837,45.32,43.12,2.2,0.52,1.02,15.6,84.45362745,3.9,,886.7630882,,,,,,,,,,,,
24.5,3:21 PM,7839,565,4429.035,83.7824375,88.6818125,73.9836875,31.92,99.59505062,20.79,20.79,0,0.54,1.04,15.3,86.84382353,4.5,,894.4913824,,,,,,,,,,,,
24.75,3:22 PM,7855,533,4186.715,82.22980938,87.92917031,74.08921875,30.99,99.63504562,33.95,34.3,0.35,0.54,1.04,15.3,82.09245098,5,,820.9245098,,,,,,,,,,,,
24.5,3:23 PM,7947,589,4680.783,84.5991875,89.5660625,74.6654375,31.42,99.86501687,28.13,28.42,0.29,0.51,1.01,15,91.78005882,1.5,,945.3346059,,,,,,,,,,,,
24.75,3:24 PM,7976,515,4107.64,83.9710575,90.7022925,74.84925,30.09,84.98437695,48.51,48.51,0,0.51,1.01,15.4,80.54196078,2.2,,765.1486275,,,,,,,,,,,,
24.5,3:25 PM,7985,618,4934.73,84.03769688,91.67473125,74.9053125,31.52,85.9880015,27.27,26.19,1.08,0.5,1,15.5,96.75941176,4.2,,928.8903529,,,,,,,,,,,,
25.5,3:26 PM,7885,536,4226.36,82.46179375,90.85426875,74.2884375,31.5,81.97100362,27.44,28.56,1.12,0.53,1.03,15,82.86980392,4.1,,787.2631373,,,,,,,,,,,,
24.5,3:27 PM,7991,570,4554.87,84.9319375,88.12778625,74.9431875,30.74,80.99875016,39.78,38.61,1.17,0.5,1,15,89.31117647,4.9,,902.0428824,,,,,,,,,,,,
24.25,3:28 PM,7859,563,4424.617,83.08998844,87.95274469,74.10553125,31.45,93.75153106,28.84,28.28,0.56,0.54,1.04,15.5,86.75719608,3.8,,876.2476804,,,,,,,,,,,,
25.5,3:29 PM,7895,533,4208.035,83.37687188,89.1534375,74.3503125,31.01,97.76152981,33.95,35.7,1.75,0.53,1.03,15.2,82.5104902,1.1,,800.3517549,,,,,,,,,,,,
24.75,3:30 PM,7952,564,4484.928,86.33127,90.504585,74.6985,30.29,82.9816273,46.92,46,0.92,0.51,1.01,15,87.93976471,4.9,,923.3675294,,,,,,,,,,,,
24.5,3:31 PM,7811,636,4967.796,85.24210125,89.33708813,73.8069375,30.79,88.78627672,37.24,36.86,0.38,0.55,1.05,15.4,97.40776471,2.5,,983.8184235,,,,,,,,,,,,
24.5,3:32 PM,7804,519,4050.276,84.3529275,87.5112975,73.76275,30.96,84.87689039,34.92,36.36,1.44,0.55,1.05,15.2,79.41717647,1.2,,794.1717647,,,,,,,,,,,,
25.5,3:33 PM,7866,510,4011.66,83.16334125,88.919625,74.170875,31.22,99.66254218,32,31.04,0.96,0.53,1.03,15,78.66,4.3,,794.466,,,,,,,,,,,,
24.25,3:34 PM,7930,562,4456.66,85.31312188,88.53044063,74.5559375,31.26,97.84026997,30.38,31,0.62,0.52,1.02,15.4,87.3854902,1.6,,856.3778039,,,,,,,,,,,,
25.5,3:35 PM,7888,583,4598.704,84.167,88.20603,74.307,31.63,86.90113736,26,26,0,0.53,1.03,15,90.17066667,4.2,,928.7578667,,,,,,,,,,,,
24.5,3:36 PM,7910,584,4619.44,83.47618125,88.37049375,74.431875,31.86,98.78390201,21.56,22.22,0.66,0.52,1.02,15.4,90.5772549,2,,923.888,,,,,,,,,,,,
24.5,3:37 PM,7985,630,5030.55,83.18883125,88.07964375,74.9053125,31.99,94.97000375,20.6,20.6,0,0.5,1,15.7,98.63823529,3.7,,986.3823529,,,,,,,,,,,,
25.75,3:38 PM,7983,621,4957.443,85.72283469,89.86346875,74.89534375,30.54,84.98875141,42.42,42.42,0,0.5,1,15.3,97.20476471,2,,1001.209076,,,,,,,,,,,,
25.75,3:39 PM,7830,552,4322.16,82.90352813,89.52103438,73.9534375,31.5,81.95725534,28.84,27.44,1.4,0.54,1.04,15.9,84.74823529,3.9,,805.1082353,,,,,,,,,,,,
24.75,3:40 PM,7805,593,4628.365,82.69609219,88.40953125,73.77515625,31.29,84.87751531,30.07,30.07,0,0.55,1.05,15.9,90.7522549,1,,916.5977745,,,,,,,,,,,,
25.75,3:41 PM,7836,542,4247.112,83.785375,87.79604625,73.990375,30.94,91.75253093,36.36,36.72,0.36,0.54,1.04,15.8,83.27670588,2.4,,799.4563765,,,,,,,,,,,,
24.75,3:42 PM,7913,560,4431.28,85.18822906,89.29040625,74.45353125,31.46,96.81302337,27.16,27.16,0,0.52,1.02,15.8,86.88784314,2.5,,860.1896471,,,,,,,,,,,,
25.75,3:43 PM,7938,512,4064.256,83.69540438,91.29210375,74.6183125,31.53,94.88188976,27.27,27.54,0.27,0.52,1.02,15.9,79.69129412,3.5,,812.8512,,,,,,,,,,,,
24.25,3:44 PM,7999,575,4599.425,85.84233031,91.79161688,74.99365625,31.64,94.99625047,24.75,24.5,0.25,0.5,1,15.4,90.18480392,3.7,,919.885,,,,,,,,,,,,
25,3:45 PM,8001,536,4288.536,86.7,89.1,75,30.84,81,38.11,37.74,0.37,0.5,1,15.2,84.08894118,3.2,,832.4805176,,,,,,,,,,,,
25,3:46 PM,7811,574,4483.514,82.746675,86.6950875,73.81875,30.06,85.85751781,47.53,49,1.47,0.55,1.05,15.5,87.91203922,2.3,,896.7028,,,,,,,,,,,,
25.25,3:47 PM,7930,574,4551.82,85.32195938,89.4334375,74.5646875,31.78,85.94675666,22.31,23.69,1.38,0.52,1.02,15.7,89.25137255,2.2,,919.2891373,,,,,,,,,,,,
25.25,3:48 PM,7826,567,4437.342,82.02642875,89.47760438,73.9179375,30.93,92.71566054,36.36,35.28,1.08,0.54,1.04,15.1,87.00670588,1.7,,835.2643765,,,,,,,,,,,,
24.5,3:49 PM,7867,545,4287.515,85.67407125,88.02195188,74.1604375,31.9,89.83252093,22.22,22,0.22,0.53,1.03,15.1,84.06892157,1.3,,807.0616471,,,,,,,,,,,,
25,3:50 PM,7909,611,4832.399,82.63115,90.15323125,74.43125,31.94,81.97700287,20.58,21.63,1.05,0.52,1.02,15.7,94.75292157,1.6,,994.9056765,,,,,,,,,,,,
24.5,3:51 PM,7897,628,4959.316,85.90548375,89.1566875,74.3498125,30.32,87.896013,45.9,45.9,0,0.53,1.03,15.2,97.2414902,4.1,,972.414902,,,,,,,,,,,,
24.25,3:52 PM,7878,531,4183.218,85.75503375,88.10733938,74.2260625,31.52,81.96925384,27.81,27,0.81,0.53,1.03,15.2,82.02388235,3.4,,812.0364353,,,,,,,,,,,,
25.25,3:53 PM,7983,550,4390.65,84.02430094,90.76103031,74.89428125,30.24,80.99775028,44.62,46.92,2.3,0.5,1,15.8,86.09117647,5,,817.8661765,,,,,,,,,,,,
25.75,3:54 PM,7848,598,4693.104,82.196765,88.77925,74.06425,31.42,82.94263217,29,28.42,0.58,0.54,1.04,15,92.02164706,2.9,,957.0251294,,,,,,,,,,,,
25,3:55 PM,7827,520,4070.04,82.865475,86.8224875,73.91875,30.88,88.80427447,37.74,37,0.74,0.54,1.04,15.7,79.80470588,4.3,,829.9689412,,,,,,,,,,,,
25.75,3:56 PM,7861,590,4637.99,85.64994188,90.66132938,74.14428125,31.32,97.68503937,30.3,30.9,0.6,0.53,1.03,15.2,90.94098039,2.7,,891.2216078,,,,,,,,,,,,
25.5,3:57 PM,7944,505,4011.72,86.27517,89.5485,74.6535,30.17,97.87176603,48.41,47.47,0.94,0.51,1.01,15.5,78.66117647,2.7,,810.2101176,,,,,,,,,,,,
25.75,3:58 PM,7837,631,4945.147,83.79278125,90.46472438,73.99653125,30.13,99.59005124,48.96,47.04,1.92,0.54,1.04,15.8,96.96366667,2.4,,930.8512,,,,,,,,,,,,
25,3:59 PM,7823,547,4279.181,84.509225,89.44749375,73.89375,30.1,81.95550556,49.49,49,0.49,0.54,1.04,15.4,83.9055098,2.3,,855.8362,,,,,,,,,,,,
24.5,4:00 PM,7939,543,4310.877,84.5386875,88.60555688,74.6149375,30.44,95.8760155,41.71,42.57,0.86,0.52,1.02,15.4,84.527,3.1,,879.0808,,,,,,,,,,,,
24.5,4:01 PM,7894,588,4641.672,85.04035875,90.9147675,74.330875,30.93,83.94650669,36.72,35.28,1.44,0.53,1.03,15.9,91.01317647,4.1,,882.8278118,,,,,,,,,,,,
25,4:02 PM,7862,564,4434.168,82.2857,90.656325,74.1375,31.87,80.98262717,22.44,22,0.44,0.53,1.03,15.3,86.94447059,1.6,,886.8336,,,,,,,,,,,,
24.75,4:03 PM,7865,524,4121.26,82.30361563,88.89890625,74.15203125,31.02,92.77902762,35.7,35.7,0,0.53,1.03,15.9,80.80901961,2.6,,816.171098,,,,,,,,,,,,
24.75,4:04 PM,7907,569,4499.083,83.45659781,91.02629813,74.41584375,31.48,82.96475441,27.44,28.56,1.12,0.52,1.02,15.2,88.21731373,1.9,,917.4600627,,,,,,,,,,,,
25.75,4:05 PM,7858,586,4604.788,83.10882938,89.74815813,74.1258125,31.81,88.83914511,23.23,23.69,0.46,0.54,1.04,15.2,90.28996078,1,,893.8706118,,,,,,,,,,,,
24.25,4:06 PM,8000,596,4768,86.7,88.2,75,31.99,95.99800025,20.4,19.8,0.6,0.5,1,15.9,93.49019608,1.3,,897.5058824,,,,,,,,,,,,
25.5,4:07 PM,7877,591,4655.307,83.24433563,88.11822938,74.2389375,31.84,91.81402325,22,21.34,0.66,0.53,1.03,15.3,91.28052941,2.2,,931.0614,,,,,,,,,,,,
24.5,4:08 PM,7853,613,4813.889,82.21054625,87.90847313,74.0720625,30.11,90.79652543,48,49.44,1.44,0.54,1.04,15.7,94.38998039,4.8,,943.8998039,,,,,,,,,,,,
25.75,4:09 PM,7902,626,4946.652,82.58870375,90.99719625,74.3966875,30.62,87.90101237,41,41,0,0.52,1.02,15.3,96.99317647,2.1,,999.0297176,,,,,,,,,,,,
25.5,4:10 PM,7859,571,4487.489,82.27228625,89.75181938,74.1275625,30.46,92.76927884,43,42.57,0.43,0.54,1.04,16,87.98998039,3.5,,844.7038118,,,,,,,,,,,,
25,4:11 PM,7916,526,4163.816,82.6826,89.3175,74.475,30.5,86.9256343,41.71,41.71,0,0.52,1.02,15.9,81.64345098,4.7,,783.7771294,,,,,,,,,,,,
24.75,4:12 PM,7830,597,4674.51,85.39408125,89.49957188,73.9321875,30.21,96.63667042,47.47,46.06,1.41,0.54,1.04,15.5,91.65705882,1.2,,898.2391765,,,,,,,,,,,,
24.25,4:13 PM,7946,624,4958.304,83.74403813,89.5561875,74.6574375,31.68,80.99312586,25.25,25,0.25,0.51,1.01,15,97.22164706,2.7,,933.3278118,,,,,,,,,,,,
25.5,4:14 PM,7887,615,4850.505,82.47637125,88.19804813,74.3008125,31.29,95.7720285,30.38,30.69,0.31,0.53,1.03,15.9,95.10794118,4.7,,903.5254412,,,,,,,,,,,,
24.25,4:15 PM,7961,616,4903.976,83.85680531,90.57626344,74.75259375,31.47,83.9800025,28.28,28.84,0.56,0.51,1.01,15.9,96.15639216,4.1,,942.3326431,,,,,,,,,,,,
25.75,4:16 PM,7836,609,4772.124,85.4610825,89.56970375,73.990375,30.21,81.95875516,47,47.94,0.94,0.54,1.04,15.1,93.57105882,2.7,,973.1390118,,,,,,,,,,,,
24.5,4:17 PM,7872,604,4754.688,85.71264,88.952,74.192,30.07,89.83877015,48.51,47.53,0.98,0.53,1.03,15.7,93.22917647,1.8,,950.9376,,,,,,,,,,,,
25.25,4:18 PM,7877,550,4332.35,84.92215719,89.89451344,74.23509375,30.93,88.86051744,34.92,36,1.08,0.53,1.03,15.2,84.94803922,4.4,,849.4803922,,,,,,,,,,,,
24.25,4:19 PM,7849,568,4458.232,82.17627688,86.98378938,74.04209375,31.93,94.71503562,21,21.21,0.21,0.54,1.04,15.2,87.41631373,1.4,,891.6464,,,,,,,,,,,,
25.5,4:20 PM,7821,521,4074.741,81.99531375,88.5568125,73.8924375,30.8,89.77502812,38.38,36.86,1.52,0.54,1.04,15.9,79.89688235,1.8,,790.9791353,,,,,,,,,,,,
24.75,4:21 PM,7984,524,4183.616,83.18191,88.970805,74.8995,30.42,94.96812898,42.68,45.32,2.64,0.5,1,15.8,82.03168627,2.6,,803.9105255,,,,,,,,,,,,
25.75,4:22 PM,7920,540,4276.8,86.09565,87.57035,74.5075,31.54,98.80764904,27.54,27.27,0.27,0.52,1.02,15.2,83.85882353,2.1,,880.5176471,,,,,,,,,,,,
24.75,4:23 PM,7968,532,4238.976,83.91141,87.94422,74.799,31.99,80.99587552,20.2,20.6,0.4,0.51,1.01,15.3,83.11717647,2.2,,864.4186353,,,,,,,,,,,,
24.25,4:24 PM,7803,570,4447.71,83.50403125,89.26471531,73.75028125,30.44,82.92575928,42.57,41.71,0.86,0.55,1.05,15.3,87.21,4.5,,828.495,,,,,,,,,,,,
25.5,4:25 PM,7977,589,4698.453,85.67722688,88.91641688,74.8576875,30.08,81.99400075,50.47,48.02,2.45,0.51,1.01,15,92.12652941,1.9,,902.8399882,,,,,,,,,,,,
25.5,4:26 PM,7856,628,4933.568,82.25042,88.839,74.109,31.8,96.69191351,22.77,23.46,0.69,0.54,1.04,15,96.73662745,4.5,,977.0399373,,,,,,,,,,,,
25.5,4:27 PM,7907,571,4514.897,82.62214625,89.2501875,74.4245625,30.91,90.87076615,36.72,34.92,1.8,0.52,1.02,15.7,88.52739216,3.6,,902.9794,,,,,,,,,,,,
24.5,4:28 PM,7869,561,4414.509,84.84940563,90.70598625,74.1730625,30.04,95.736033,48.51,49,0.49,0.53,1.03,15.4,86.559,3.2,,908.8695,,,,,,,,,,,,
24.75,4:29 PM,7885,576,4541.76,84.97524531,89.06203125,74.27765625,30.81,87.8840145,37.62,39.14,1.52,0.53,1.03,16,89.05411765,1,,854.9195294,,,,,,,,,,,,
25.25,4:30 PM,7828,547,4281.916,83.715375,87.72179625,73.930375,31.16,87.82702162,33.66,33.99,0.33,0.54,1.04,15.4,83.95913725,2.1,,814.4036314,,,,,,,,,,,,
24.5,4:31 PM,7974,511,4074.714,84.803375,91.5828675,74.835875,30.89,90.96287964,35.89,38.11,2.22,0.51,1.01,15.4,79.89635294,3.6,,822.9324353,,,,,,,,,,,,
24.25,4:32 PM,7822,542,4239.524,84.48479563,87.65169188,73.8708125,30.95,89.77627797,37.08,34.92,2.16,0.54,1.04,15.6,83.12792157,2.7,,831.2792157,,,,,,,,,,,,
25,4:33 PM,7899,636,5023.764,82.55765,90.07116875,74.36875,31.07,94.8087739,33.66,34.68,1.02,0.53,1.03,15.6,98.50517647,1.5,,975.2012471,,,,,,,,,,,,
25.5,4:34 PM,7808,548,4278.784,81.90056,87.56748,73.812,31.08,95.61404824,32.98,34,1.02,0.55,1.05,15.2,83.89772549,4.8,,864.1465725,,,,,,,,,,,,
25,4:35 PM,7964,504,4013.856,84.73,88.810425,74.775,30.31,88.9583802,45.9,45.45,0.45,0.51,1.01,15.4,78.70305882,1.3,,794.9008941,,,,,,,,,,,,
24.5,4:36 PM,7811,534,4171.074,85.24210125,89.33708813,73.8069375,30.88,87.81002375,35.89,37.74,1.85,0.55,1.05,15.9,81.78576471,1.3,,858.7505294,,,,,,,,,,,,
25.25,4:37 PM,7828,598,4681.144,85.3896825,86.8357175,73.930375,30.68,88.80539933,40.4,38.8,1.6,0.54,1.04,15.1,91.78713725,4,,908.6926588,,,,,,,,,,,,
24.25,4:38 PM,7957,638,5076.566,85.52020344,91.43952563,74.72721875,30.29,95.912011,47.38,45.08,2.3,0.51,1.01,15.7,99.5405098,1.1,,1015.3132,,,,,,,,,,,,
25.75,4:39 PM,7942,606,4812.852,85.41614188,91.32487125,74.6429375,30.55,88.9336333,41.16,41.58,0.42,0.51,1.01,15.6,94.36964706,4.4,,972.0073647,,,,,,,,,,,,
25.5,4:40 PM,7929,561,4448.169,85.31665688,88.53328688,74.5606875,30.54,85.94600675,42.42,41.16,1.26,0.52,1.02,15.6,87.219,1.8,,880.9119,,,,,,,,,,,,
24.75,4:41 PM,7862,607,4772.234,83.9606875,88.8744375,74.1331875,30.32,91.79152606,44.1,44.55,0.45,0.53,1.03,16,93.57321569,1.6,,954.4468,,,,,,,,,,,,
25,4:42 PM,7973,610,4863.53,84.7975,89.780625,74.83125,30.57,95.944007,41.82,39.77,2.05,0.51,1.01,15.9,95.36333333,4.8,,982.2423333,,,,,,,,,,,,
24.25,4:43 PM,7924,591,4683.084,84.422875,87.5878675,74.517875,31.93,90.89413823,20.58,20.37,0.21,0.52,1.02,15.4,91.82517647,1.3,,927.4342824,,,,,,,,,,,,
25,4:44 PM,7800,532,4149.6,82.665,86.6075,73.75,31.86,84.8743907,21.34,22,0.66,0.55,1.05,15.9,81.36470588,2.7,,838.0564706,,,,,,,,,,,,
24.25,4:45 PM,7958,548,4360.984,86.37468375,89.6075,74.7335625,30.9,84.97312836,38.11,36.26,1.85,0.51,1.01,15.8,85.5094902,4.4,,812.3401569,,,,,,,,,,,,
24.75,4:46 PM,7820,506,3956.92,83.644375,89.41719375,73.869375,31.91,86.84164479,20.58,21.42,0.84,0.55,1.05,15.6,77.58666667,3.9,,768.108,,,,,,,,,,,,
24.5,4:47 PM,7840,522,4092.48,84.6279,90.4638,73.99,30.36,96.65791776,45,44.1,0.9,0.54,1.04,15.5,80.24470588,3.4,,802.4470588,,,,,,,,,,,,
25.5,4:48 PM,7994,611,4884.334,84.955375,91.7506575,74.962875,31.56,85.99475066,26.19,27.27,1.08,0.5,1,15.7,95.7712549,2.5,,928.9811725,,,,,,,,,,,,
24.5,4:49 PM,7940,544,4319.36,82.855325,89.50875,74.62125,31.18,98.85514311,32.64,32.32,0.32,0.52,1.02,15.1,84.69333333,2.4,,872.3413333,,,,,,,,,,,,
25.25,4:50 PM,7984,631,5037.904,84.8805,91.66791,74.9005,30.16,97.96175478,48.48,46.56,1.92,0.5,1,15.5,98.78243137,2.6,,968.0678275,,,,,,,,,,,,
24.75,4:51 PM,7881,604,4760.124,82.42170563,90.80999438,74.25253125,30.16,91.8200225,48,47.04,0.96,0.53,1.03,15,93.33576471,1.5,,952.0248,,,,,,,,,,,,
25.75,4:52 PM,7903,623,4923.569,85.12440969,90.11317844,74.40284375,30.45,94.81627297,41.71,43,1.29,0.52,1.02,15,96.54056863,1.5,,936.4435157,,,,,,,,,,,,
25.5,4:53 PM,7843,583,4572.469,82.15566625,89.62152938,74.0285625,31.93,91.76302962,20.79,21.42,0.63,0.54,1.04,15.6,89.6562549,3.2,,923.4594255,,,,,,,,,,,,
25,4:54 PM,7883,569,4485.427,82.44005,87.2683875,74.26875,30.39,93.79352581,43.56,43.56,0,0.53,1.03,15.9,87.94954902,3,,905.8803549,,,,,,,,,,,,
25.75,4:55 PM,7835,508,3980.18,82.94018906,86.90134688,73.98421875,30.05,90.77177853,48.02,49.49,1.47,0.54,1.04,15.8,78.0427451,3.2,,780.427451,,,,,,,,,,,,
25.5,4:56 PM,7853,622,4884.566,83.9066875,90.59110875,74.0904375,31.67,88.83352081,24.5,25.75,1.25,0.54,1.04,15.5,95.77580392,4.6,,929.025298,,,,,,,,,,,,
25.5,4:57 PM,7934,594,4712.796,86.1993075,91.2572325,74.591625,31.86,90.90788651,22.22,22.66,0.44,0.52,1.02,15.4,92.40776471,1.2,,887.1145412,,,,,,,,,,,,
